"transformation_type","input_items","output_items","metadata"
"crafting","[""Cobbled Deepslate""]","[""Cobbled Deepslate Variants""]","{""category"": ""decoration_blocks""}"
"crafting","[""Mud"", ""Wheat""]","[""Packed Mud""]","{""category"": ""decoration_blocks""}"
"crafting","[""Mud Bricks""]","[""Mud Brick Variants""]","{""category"": ""decoration_blocks""}"
"crafting","[""Mud"", ""Mangrove Roots""]","[""Muddy Mangrove Roots""]","{""category"": ""decoration_blocks""}"
"crafting","[""Stripped Log"", ""Chain""]","[""Hanging Sign""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Block of Stripped Bamboo"", ""Chain""]","[""Hanging Sign""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Pottery Sherd""]","[""Decorated Pot""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Brick""]","[""Decorated Pot""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Tuff""]","[""Tuff Variants""]","{""category"": ""decoration_blocks""}"
"crafting","[""Tuff Variants""]","[""Tuff Variants""]","{""category"": ""decoration_blocks""}"
"crafting","[""Stripped Log""]","[""Shelf""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Block of Stripped Bamboo""]","[""Shelf""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Block of Resin"", ""Log""]","[""Creaking Heart""]","{""category"": ""decoration_blocks""}"
"crafting","[""Resin Bricks""]","[""Resin Brick Variants""]","{""category"": ""decoration_blocks""}"
"crafting","[""Soul Sand"", ""Ghast Tear""]","[""Dried Ghast""]","{""category"": ""decoration_blocks""}"
"crafting","[""Chest"", ""Copper Ingot""]","[""Copper Chest""]","{""category"": ""decoration_blocks""}"
"crafting","[""Copper Chest"", ""Honeycomb""]","[""Copper Chest""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Honeycomb"", ""Copper Golem Statue""]","[""Copper Golem Statue""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Stick"", ""Copper Nugget"", ""Coal""]","[""Copper Torch""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Stick"", ""Charcoal"", ""Copper Nugget""]","[""Copper Torch""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Copper Nugget"", ""Copper Ingot""]","[""Copper Chain""]","{""category"": ""decoration_blocks""}"
"crafting","[""Copper Chain"", ""Honeycomb""]","[""Copper Chain""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Copper Ingot""]","[""Copper Bars""]","{""category"": ""decoration_blocks""}"
"crafting","[""Copper Bars"", ""Honeycomb""]","[""Copper Bars""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Copper Nugget"", ""Copper Torch""]","[""Copper Lantern""]","{""category"": ""decoration_blocks""}"
"crafting","[""Honeycomb"", ""Copper Lantern""]","[""Copper Lantern""]","{""has_alternatives"": true, ""category"": ""decoration_blocks""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Lever""]","{""category"": ""redstone""}"
"crafting","[""Iron Ingot""]","[""Iron Door""]","{""category"": ""redstone""}"
"crafting","[""Redstone Dust"", ""Stick""]","[""Redstone Torch""]","{""category"": ""redstone""}"
"crafting","[""Block of Redstone""]","[""Redstone Dust""]","{""category"": ""redstone""}"
"crafting","[""Planks"", ""Redstone Dust""]","[""Note Block""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Planks""]","[""Pressure Plate""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Stone""]","[""Stone Pressure Plate""]","{""category"": ""redstone""}"
"crafting","[""Stone""]","[""Stone Button""]","{""category"": ""redstone""}"
"crafting","[""Slimeball"", ""Piston""]","[""Sticky Piston""]","{""category"": ""redstone""}"
"crafting","[""Planks"", ""Stick""]","[""Fence Gate""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Planks"", ""Stick"", ""Iron Ingot""]","[""Tripwire Hook""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Bookshelf"", ""Wooden Slab""]","[""Lectern""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Planks""]","[""Button""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Redstone Dust""]","[""Block of Redstone""]","{""category"": ""redstone""}"
"crafting","[""Chest"", ""Tripwire Hook""]","[""Trapped Chest""]","{""category"": ""redstone""}"
"crafting","[""Chest"", ""Iron Ingot""]","[""Hopper""]","{""category"": ""redstone""}"
"crafting","[""Planks""]","[""Door""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Cobblestone"", ""Redstone Dust""]","[""Dropper""]","{""category"": ""redstone""}"
"crafting","[""Redstone Dust"", ""Cobblestone"", ""Bow""]","[""Dispenser""]","{""category"": ""redstone""}"
"crafting","[""Glowstone"", ""Redstone Dust""]","[""Redstone Lamp""]","{""category"": ""redstone""}"
"crafting","[""Glass"", ""Wooden Slab"", ""Nether Quartz""]","[""Daylight Detector""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Cobblestone"", ""Planks"", ""Redstone Dust"", ""Iron Ingot""]","[""Piston""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Stone"", ""Redstone Torch"", ""Redstone Dust""]","[""Redstone Repeater""]","{""category"": ""redstone""}"
"crafting","[""Stone"", ""Redstone Torch"", ""Nether Quartz""]","[""Redstone Comparator""]","{""category"": ""redstone""}"
"crafting","[""Sand"", ""Gunpowder""]","[""TNT""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Red Sand"", ""Gunpowder""]","[""TNT""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Slimeball""]","[""Slime Block""]","{""category"": ""redstone""}"
"crafting","[""Iron Ingot""]","[""Iron Trapdoor""]","{""category"": ""redstone""}"
"crafting","[""Planks""]","[""Trapdoor""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Cobblestone"", ""Redstone Dust"", ""Nether Quartz""]","[""Observer""]","{""category"": ""redstone""}"
"crafting","[""Gold Ingot""]","[""Light Weighted Pressure Plate""]","{""category"": ""redstone""}"
"crafting","[""Iron Ingot""]","[""Heavy Weighted Pressure Plate""]","{""category"": ""redstone""}"
"crafting","[""Honey Bottle""]","[""Honey Block""]","{""category"": ""redstone""}"
"crafting","[""Hay Bale"", ""Redstone Dust""]","[""Target""]","{""category"": ""redstone""}"
"crafting","[""Blackstone Variants""]","[""Polished Blackstone Button""]","{""category"": ""redstone""}"
"crafting","[""Blackstone Variants""]","[""Polished Blackstone Pressure Plate""]","{""category"": ""redstone""}"
"crafting","[""Copper Ingot""]","[""Lightning Rod""]","{""category"": ""redstone""}"
"crafting","[""Lightning Rod"", ""Honeycomb""]","[""Lightning Rod""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Amethyst Shard"", ""Sculk Sensor""]","[""Calibrated Sculk Sensor""]","{""category"": ""redstone""}"
"crafting","[""Crafting Table"", ""Redstone Dust"", ""Dropper"", ""Iron Ingot""]","[""Crafter""]","{""category"": ""redstone""}"
"crafting","[""Blaze Rod"", ""Block of Copper"", ""Redstone Dust""]","[""Copper Bulb""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Honeycomb"", ""Copper Bulb""]","[""Copper Bulb""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Copper Ingot""]","[""Copper Door""]","{""category"": ""redstone""}"
"crafting","[""Honeycomb"", ""Copper Door""]","[""Copper Door""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Copper Ingot""]","[""Copper Trapdoor""]","{""category"": ""redstone""}"
"crafting","[""Honeycomb"", ""Copper Trapdoor""]","[""Copper Trapdoor""]","{""has_alternatives"": true, ""category"": ""redstone""}"
"crafting","[""Iron Ingot""]","[""Minecart""]","{""category"": ""transportation""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Rail""]","{""category"": ""transportation""}"
"crafting","[""Minecart"", ""Furnace""]","[""Minecart with Furnace""]","{""category"": ""transportation""}"
"crafting","[""Chest"", ""Minecart""]","[""Minecart with Chest""]","{""category"": ""transportation""}"
"crafting","[""Gold Ingot"", ""Redstone Dust"", ""Stick""]","[""Powered Rail""]","{""category"": ""transportation""}"
"crafting","[""Stone Pressure Plate"", ""Redstone Dust"", ""Iron Ingot""]","[""Detector Rail""]","{""category"": ""transportation""}"
"crafting","[""Minecart"", ""TNT""]","[""Minecart with TNT""]","{""category"": ""transportation""}"
"crafting","[""Redstone Torch"", ""Stick"", ""Iron Ingot""]","[""Activator Rail""]","{""category"": ""transportation""}"
"crafting","[""Minecart"", ""Hopper""]","[""Minecart with Hopper""]","{""category"": ""transportation""}"
"crafting","[""Planks""]","[""Boat""]","{""has_alternatives"": true, ""category"": ""transportation""}"
"crafting","[""Planks""]","[""Bamboo Raft""]","{""has_alternatives"": true, ""category"": ""transportation""}"
"crafting","[""Chest"", ""Boat""]","[""Boat with Chest""]","{""has_alternatives"": true, ""category"": ""transportation""}"
"crafting","[""Chest"", ""Bamboo Raft""]","[""Bamboo Raft with Chest""]","{""has_alternatives"": true, ""category"": ""transportation""}"
"crafting","[""Wheat""]","[""Bread""]","{""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Brown Mushroom"", ""Bowl""]","[""Mushroom Stew""]","{""category"": ""foodstuffs""}"
"crafting","[""Apple"", ""Gold Ingot""]","[""Golden Apple""]","{""category"": ""foodstuffs""}"
"crafting","[""Wheat"", ""Cocoa Beans""]","[""Cookie""]","{""category"": ""foodstuffs""}"
"crafting","[""Carrot"", ""Gold Nugget""]","[""Golden Carrot""]","{""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Pumpkin"", ""Egg""]","[""Pumpkin Pie""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Pumpkin"", ""Blue Egg""]","[""Pumpkin Pie""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Pumpkin"", ""Brown Egg""]","[""Pumpkin Pie""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Milk Bucket"", ""Wheat"", ""Egg""]","[""Cake""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Milk Bucket"", ""Wheat"", ""Blue Egg""]","[""Cake""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Sugar"", ""Milk Bucket"", ""Wheat"", ""Brown Egg""]","[""Cake""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Bowl"", ""Beetroot""]","[""Beetroot Soup""]","{""category"": ""foodstuffs""}"
"crafting","[""Cooked Rabbit"", ""Carrot"", ""Red Mushroom"", ""Bowl"", ""Baked Potato""]","[""Rabbit Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Cooked Rabbit"", ""Carrot"", ""Brown Mushroom"", ""Bowl"", ""Baked Potato""]","[""Rabbit Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Dried Kelp Block""]","[""Dried Kelp""]","{""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Oxeye Daisy"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Cornflower"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Lily of the Valley"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Wither Rose"", ""Red Mushroom"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Red Tulip"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Orange Tulip"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""White Tulip"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Pink Tulip"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Azure Bluet"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Allium"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Blue Orchid"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Poppy"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Dandelion"", ""Red Mushroom"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Torchflower"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Closed Eyeblossom"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Red Mushroom"", ""Open Eyeblossom"", ""Brown Mushroom"", ""Bowl""]","[""Suspicious Stew""]","{""has_alternatives"": true, ""category"": ""foodstuffs""}"
"crafting","[""Honey Block"", ""Glass Bottle""]","[""Honey Bottle""]","{""category"": ""foodstuffs""}"
"crafting","[""Flint"", ""Iron Ingot""]","[""Flint and Steel""]","{""category"": ""tools""}"
"crafting","[""Planks"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Blackstone"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Diamond"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Planks"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Blackstone"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Diamond"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Planks"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Blackstone"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Diamond"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Planks"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Blackstone"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Diamond"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""String"", ""Stick""]","[""Fishing Rod""]","{""category"": ""tools""}"
"crafting","[""Iron Ingot""]","[""Shears""]","{""category"": ""tools""}"
"crafting","[""Carrot"", ""Fishing Rod""]","[""Carrot on a Stick""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Fishing Rod"", ""Warped Fungus""]","[""Warped Fungus on a Stick""]","{""has_alternatives"": true, ""category"": ""tools""}"
"crafting","[""Copper Ingot"", ""Stick"", ""Feather""]","[""Brush""]","{""category"": ""tools""}"
"crafting","[""Iron Ingot"", ""Leather""]","[""Saddle""]","{""category"": ""utilities""}"
"crafting","[""Iron Ingot""]","[""Bucket""]","{""category"": ""utilities""}"
"crafting","[""Redstone Dust"", ""Iron Ingot""]","[""Compass""]","{""category"": ""utilities""}"
"crafting","[""Gold Ingot"", ""Redstone Dust""]","[""Clock""]","{""category"": ""utilities""}"
"crafting","[""String"", ""Leather""]","[""Bundle""]","{""category"": ""utilities""}"
"crafting","[""Dye"", ""Bundle""]","[""Bundle""]","{""has_alternatives"": true, ""category"": ""utilities""}"
"crafting","[""Amethyst Shard"", ""Copper Ingot""]","[""Spyglass""]","{""category"": ""utilities""}"
"crafting","[""Compass"", ""Echo Shard""]","[""Recovery Compass""]","{""category"": ""utilities""}"
"crafting","[""Glass"", ""Wool"", ""Leather""]","[""Harness""]","{""has_alternatives"": true, ""category"": ""utilities""}"
"crafting","[""Harness"", ""Dye""]","[""Harness""]","{""has_alternatives"": true, ""category"": ""utilities""}"
"crafting","[""String"", ""Stick""]","[""Bow""]","{""category"": ""combat""}"
"crafting","[""Leather""]","[""Leather Cap""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Gold Ingot""]","[""Golden Helmet""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Copper Ingot""]","[""Copper Helmet""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Iron Ingot""]","[""Iron Helmet""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Diamond""]","[""Diamond Helmet""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Turtle Scute""]","[""Turtle Shell""]","{""category"": ""combat""}"
"crafting","[""Leather""]","[""Leather Pants""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Gold Ingot""]","[""Golden Leggings""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Copper Ingot""]","[""Copper Leggings""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Iron Ingot""]","[""Iron Leggings""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Diamond""]","[""Diamond Leggings""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Leather""]","[""Leather Boots""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Gold Ingot""]","[""Golden Boots""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Copper Ingot""]","[""Copper Boots""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Iron Ingot""]","[""Iron Boots""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Diamond""]","[""Diamond Boots""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Flint"", ""Stick"", ""Feather""]","[""Arrow""]","{""category"": ""combat""}"
"crafting","[""Leather""]","[""Leather Tunic""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Gold Ingot""]","[""Golden Chestplate""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Copper Ingot""]","[""Copper Chestplate""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Iron Ingot""]","[""Iron Chestplate""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Diamond""]","[""Diamond Chestplate""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Planks"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Blackstone"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Diamond"", ""Stick""]","[""Sword""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Arrow"", ""Glowstone Dust""]","[""Tipped Arrow""]","{""category"": ""combat""}"
"crafting","[""Arrow"", ""Potion""]","[""Tipped Arrow""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Planks"", ""Iron Ingot""]","[""Shield""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Banner"", ""Shield""]","[""Shield""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Tripwire Hook"", ""String"", ""Stick"", ""Iron Ingot""]","[""Crossbow""]","{""category"": ""combat""}"
"crafting","[""Shield"", ""Ominous Banner""]","[""Shield""]","{""category"": ""combat""}"
"crafting","[""Heavy Core"", ""Breeze Rod""]","[""Mace""]","{""category"": ""combat""}"
"crafting","[""Armadillo Scute""]","[""Wolf Armor""]","{""category"": ""combat""}"
"crafting","[""Breeze Rod""]","[""Wind Charge""]","{""category"": ""combat""}"
"crafting","[""Planks"", ""Stick""]","[""Wooden Spear""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Stone Spear""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Blackstone"", ""Stick""]","[""Stone Spear""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Stone Spear""]","{""has_alternatives"": true, ""category"": ""combat""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Iron Spear""]","{""category"": ""combat""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Copper Spear""]","{""category"": ""combat""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Golden Spear""]","{""category"": ""combat""}"
"crafting","[""Diamond"", ""Stick""]","[""Diamond Spear""]","{""category"": ""combat""}"
"crafting","[""Glass""]","[""Glass Bottle""]","{""category"": ""brewing""}"
"crafting","[""Blaze Rod""]","[""Blaze Powder""]","{""category"": ""brewing""}"
"crafting","[""Slimeball"", ""Blaze Powder""]","[""Magma Cream""]","{""category"": ""brewing""}"
"crafting","[""Sugar"", ""Spider Eye"", ""Brown Mushroom""]","[""Fermented Spider Eye""]","{""category"": ""brewing""}"
"crafting","[""Iron Ingot""]","[""Cauldron""]","{""category"": ""brewing""}"
"crafting","[""Blaze Rod"", ""Cobblestone""]","[""Brewing Stand""]","{""has_alternatives"": true, ""category"": ""brewing""}"
"crafting","[""Blaze Rod"", ""Blackstone""]","[""Brewing Stand""]","{""has_alternatives"": true, ""category"": ""brewing""}"
"crafting","[""Blaze Rod"", ""Cobbled Deepslate""]","[""Brewing Stand""]","{""has_alternatives"": true, ""category"": ""brewing""}"
"crafting","[""Gold Nugget"", ""Melon Slice""]","[""Glistering Melon Slice""]","{""category"": ""brewing""}"
"crafting","[""Hay Bale""]","[""Wheat""]","{""category"": ""materials""}"
"crafting","[""Planks""]","[""Stick""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Bamboo""]","[""Stick""]","{""category"": ""materials""}"
"crafting","[""Planks""]","[""Bowl""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Rabbit Hide""]","[""Leather""]","{""category"": ""materials""}"
"crafting","[""Slime Block""]","[""Slimeball""]","{""category"": ""materials""}"
"crafting","[""Block of Iron""]","[""Iron Ingot""]","{""category"": ""materials""}"
"crafting","[""Iron Nugget""]","[""Iron Ingot""]","{""category"": ""materials""}"
"crafting","[""Block of Gold""]","[""Gold Ingot""]","{""category"": ""materials""}"
"crafting","[""Gold Nugget""]","[""Gold Ingot""]","{""category"": ""materials""}"
"crafting","[""Block of Coal""]","[""Coal""]","{""category"": ""materials""}"
"crafting","[""Sugar Cane""]","[""Sugar""]","{""category"": ""materials""}"
"crafting","[""Honey Bottle""]","[""Sugar""]","{""category"": ""materials""}"
"crafting","[""Dandelion""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Wildflowers""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Sunflower""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Bone""]","[""Bone Meal""]","{""category"": ""materials""}"
"crafting","[""Bone Block""]","[""Bone Meal""]","{""category"": ""materials""}"
"crafting","[""Poppy""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Red Tulip""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Beetroot""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Rose Bush""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Orange Tulip""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Torchflower""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Open Eyeblossom""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Dye""]","[""Dye""]","{""category"": ""materials""}"
